genero;genero_diverso;edad;discapacidad;nivel_formacion;carrera_grado;tipo_universidad;provincia;region;id;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;funcion_rh;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;mate;idioma_exigencia;idioma_porcentaje;contactos_linkedin;satisfaccion;busqueda;beneficios_expectativa;rh_una_palabra;pregunta_bizarra;teletrabajo;elementos;valoracion_gestion_empresa;es_lider;rangos_aumentos
Femenino;No;36;No tengo ninguna discapacidad;Universitario en curso;Contador Público;Universidad Pública;Chaco;NEA;487;Industrias químicas;525;Nacional;12;Jefe;Full time;Relaciones laborales;10;5;5;11;145000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Abono de celular, Seguro de vida (adicionales a los de ley), Préstamos, Combustible, Posgrados, Reintegros en capacitación, Home office, Comedor / Almuerzos;Un sueldo;1 solo;25;Octubre;Si, en emprendimiento relacionado con RRHH;Enlatado propio;Recursos Humanos;Si, está permitido;No;NA;1200;4;No,  pero escucho ofertas;Mejor premio anual;Transformación;Preguntas de rutina cómo te ves en 5 años ? Etc;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Kit sanitizante, Abono de celular;4;1;Entre 21 y 30
Masculino;No;37;No tengo ninguna discapacidad;Universitario completo;Contador Público;Universidad Pública;Corrientes;NEA;488;Comercio;480;Nacional;2;Jefe;Full time;Compensaciones y beneficios;1;2;10;10;80000;Medicina prepaga / Plan de salud;No recibo bono;1 solo;30;Febrero;Si, en emprendimiento relacionado con RRHH;Tango;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Entre 21 y 30
Femenino;No;34;No tengo ninguna discapacidad;Universitario en curso;Contador Público;Universidad Pública;Chaco;NEA;489;Comercio;1500;Nacional;16;Responsable;Full time;Capacitación y desarrollo;1;10;4;6;63500;Medicina prepaga / Plan de salud;No recibo bono;1 solo;13;Junio;No;Belgaum;Recursos Humanos;Si, está permitido;No;0.1;140;3;No,  pero escucho ofertas;NA;Servicio;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Kit sanitizante;4;1;Entre 11 y 20
Femenino;No;25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;490;Servicios de salud;14000;Nacional;100;Analista;Full time;Payroll / Liquidación de sueldos;0;2;2;4;50000;Medicina prepaga / Plan de salud, Tarjeta de descuento;No recibo bono;No tuve ajustes;14;Septiembre;Si, en proyectos ad honorem;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0;500;2;Sí, activamente;Clases de ingles, vacaciones extendidas, días de home office;Empatía;No recuerdo;Si;Silla ergonómica;1;0;Entre 11 y 20
Masculino;No;42;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;491;Función pública;70;Nacional;1;Responsable;Full time;Generalista;0;10;10;10;80000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Enero;Si, en proyectos ad honorem;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Sin aumentos
Masculino;No;37;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;492;Servicios profesionales;3000;Multinacional;1000;Analista;Full time;Reclutamiento y selección;0;0;0;8;70000;Abono de celular, Home office;No recibo bono;No tuve ajustes;0;Septiembre;No;Enlatado propio;Talento Humano;Si, está permitido;Si;0;2500;1;No,  pero escucho ofertas;Gimnasio Internet paga 1 Semana de vacaciones extra;Genial;¿Por qué estas buscando un cambio? ( y que el entrevistador critique mi opinión;Si;Computadora / Laptop, Celular en malas condicciones;1;0;Sin aumentos
Femenino;No;40;Obesidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;La Pampa;Centro;493;Servicios de salud;70;Nacional;1;Responsable;Full time;Generalista;0;2;2;17;86000;Medicina prepaga / Plan de salud, Horarios flexibles;No recibo bono;No tuve ajustes;25;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;500;3;No estoy buscando cambiar;NA;Mediador;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;2;1;Entre 21 y 30
Femenino;No;40;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Chaco;NEA;494;Otros;110;Nacional;5;Analista;Full time;Generalista;0;1;1;16;55000;Permisos;No recibo bono;1 solo;7;Septiembre;No;No tenemos sistema de gestión;Oficina de Personal;Si, está permitido;No;0;500;3;No estoy buscando cambiar;Digitalización trabajo remoto;Pasion;No recuerdo;No;No estoy trabajando en home office;3;0;Entre 1 y 10
Femenino;No;37;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Chaco;NEA;495;Comercio;1300;Nacional;13;Responsable;Full time;Payroll / Liquidación de sueldos;0;5;5;15;70000;Medicina prepaga / Plan de salud;No recibo bono;1 solo;20;Mayo;Si, en emprendimiento no relacionado con RRHH;Belgaum;Recursos Humanos;Si, está permitido;No;0;80;2;No,  pero escucho ofertas;Flexibilidad horaria;NA;NA;No;NA;3;1;Entre 11 y 20
Femenino;No;39;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Chaco;NEA;496;Otros;2200;Nacional;7;Analista;Full time;Payroll / Liquidación de sueldos;0;1;1;10;41500;Medicina prepaga / Plan de salud;No recibo bono;1 solo;7;Febrero;No;Tango;Recursos Humanos;Si, está permitido;No;NA;75;3;No,  pero escucho ofertas;NA;Escucha;Ninguna;Si;No me enviaron ni reintegraron nada;3;0;Entre 1 y 10
Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Privada;Buenos Aires;Centro;497;"Alimentación; bebidas; tabaco";22000;Multinacional;300;Analista;Full time;Capacitación y desarrollo;0;9;4;4;70339;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Comedor / Almuerzos;No recibo bono;1 solo;11;Marzo;No;PeopleSoft;Formación;Si, está permitido;No;NA;2000;3;No,  pero escucho ofertas;Capacitación paga;NA;NA;Si;Computadora / Laptop;2;0;Entre 11 y 20
Femenino;No;42;No tengo ninguna discapacidad;Universitario completo;Contador Público;Universidad Pública;Chaco;NEA;498;Otros;2700;Nacional;8;Responsable;Full time;Payroll / Liquidación de sueldos;2;3;3;15;55000;Medicina prepaga / Plan de salud, Préstamos, Home office;No recibo bono;1 solo;17;Febrero;Si, en emprendimiento no relacionado con RRHH;Tango;Loquidaciones;Si, está permitido;No;0;30;5;No,  pero escucho ofertas;Vacaciones adicionales;Vocacion;Que haces en tus tiempos libres;Si;Computadora / Laptop;5;1;Entre 11 y 20
Masculino;No;50;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;499;Oil & gas;800;Nacional;5;Gerente;Full time;Generalista;4;2;2;30;210000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Gimnasio, Frutas y snacks, Abono de celular, Seguro de vida (adicionales a los de ley), Reintegros en capacitación, Idiomas, Home office, Comedor / Almuerzos;Dos sueldos;1 solo;25;Abril;Si, en emprendimiento no relacionado con RRHH;Nucleus;Recursos Humanos;Si, está permitido;Si;0;900;3;Sí, activamente;NA;Servicio;Cómo se siente estar casado por 25 años;Voy rotando entre la oficina y el trabajo;Abono de celular, Abono de internet;3;1;Entre 21 y 30
Masculino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;500;Otros;500;Nacional;4;Responsable;Full time;Administración de personal;3;0;0;10;64000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;0;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0.1;600;4;No,  pero escucho ofertas;Descuentos;Desafio;Si pensaba casarme;No;No estoy trabajando en home office;3;1;Sin aumentos
Femenino;No;54;No tengo ninguna discapacidad;Maestría completa;Administración de Empresas;Universidad Privada;Buenos Aires;Centro;501;Construcción;300;Multinacional;4;Analista;Full time;Diseño organizacional;0;1;10;25;70000;Medicina prepaga / Plan de salud;No recibo bono;1 solo;16;Marzo;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;840;3;Sí, activamente;Home Office;Vocación;NA;Si;No me enviaron ni reintegraron nada;2;0;Entre 11 y 20
Masculino;Si;39;No tengo ninguna discapacidad;Maestría en curso;Administración de Empresas;Universidad Pública;Buenos Aires;Centro;502;Otros;65;Nacional;1;Responsable;Full time;Generalista;0;4;4;8;70000;Medicina prepaga / Plan de salud, Horarios flexibles;No recibo bono;1 solo;20;Julio;Si, en emprendimiento relacionado con RRHH;Bejerman;Recursos Humanos;Si, está permitido;No;0;1500;4;No,  pero escucho ofertas;Posgrados;Personas;NA;No;No estoy trabajando en home office;3;1;Entre 11 y 20
Femenino;No;37;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Neuquén;Patagonia;503;Educación;400000;Nacional;8;Administrativo;Plazo Fijo;Administración de personal;0;1212;12;9;96;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Seguro de vida (adicionales a los de ley);No recibo bono;No tuve ajustes;0;Enero;No;RH Pro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Sin aumentos
Femenino;No;33;Visual;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;504;Oil & gas;500;Nacional;9;Analista;Full time;Payroll / Liquidación de sueldos;0;3;3;8;66200;Medicina prepaga / Plan de salud;No recibo bono;1 solo;16.2;Octubre;Si, en emprendimiento relacionado con RRHH;Enlatado propio;Recursos Humanos;Si, está permitido;No;0;5500;2;No,  pero escucho ofertas;Capacitaciones, desarrollo de carrera, vacaciones extendidas, home office, enriquecimiento de puesto, movimientos horizontales.;Aliado;¿Quién cuidaría a los chicos mientras venís a trabajar?;Si;Computadora / Laptop;1;0;Entre 11 y 20
Femenino;No;40;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Buenos Aires;Centro;505;Oil & gas;5000;Multinacional;10;Jefe;Full time;Generalista;50;20;12;5;120000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Gimnasio, Frutas y snacks, Abono de celular, Préstamos;Un sueldo;No tuve ajustes;0;NA;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Sin aumentos
Femenino;No;35;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Privada;Chubut;Patagonia;506;Servicios de salud;120;Nacional;3;Jefe;Full time;Todos ellos;2;5;1;10;150000;Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Reintegros en capacitación, Home office;Un sueldo;No tuve ajustes;0;Diciembre;No;Tango;Recursos Humanos;Si, está permitido;No;NA;NA;5;No estoy buscando cambiar;NA;NA;NA;NA;NA;NA;1;Sin aumentos
Femenino;No;25;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Mendoza;Cuyo;507;Hotelería, restauración, turismo;30;Nacional;0;Administrativo;Full time;apoyo al área de administración;0;3;3;0;22500;No tengo beneficios adicionales;Dos sueldos;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;Tango;Oficina de Personal;No, está prohibido;Si;0.4;434;2;Sí, activamente;flexibilidad laboral,  buen clima laboral y beneficios;talento;por qué sigo viviendo con mis padres? si tengo auto a mi nombre?;No;No estoy trabajando en home office;2;0;Sin aumentos
Masculino;Si;40;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;508;Servicios de salud;140;Nacional;5;Gerente;Full time;Generalista;4;1;6;20;230000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Frutas y snacks, Abono de celular, Home office, Comedor / Almuerzos;No recibo bono;2 ajustes;23;Julio;Si, en emprendimiento no relacionado con RRHH;Enlatado propio;Recursos Humanos;No, está prohibido;No;0;3500;3;No,  pero escucho ofertas;Bono;Compromiso;Que marca de pañales usan mis hijos;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;4;1;Entre 21 y 30
Femenino;No;39;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;509;Otros;1100;Nacional;11;Responsable;Full time;Generalista;10;3;1;5;170000;Medicina prepaga / Plan de salud, Tarjeta de descuento;Un sueldo;2 ajustes;0;Agosto;No;RH Pro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Sin aumentos
Masculino;Si;24;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;510;"Servicios financieros; seguros";140;Nacional;3;HRBP;Full time;Generalista;0;1;1;5;90000;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Frutas y snacks, Reintegros en capacitación, Home office;Un sueldo;1 solo;20;Octubre;No;Meta4;People;Si, está permitido;No;0;7500;3;No,  pero escucho ofertas;"Plan de carrera; Capacitación; Trabajo remoto flexible";Experiencia;Por qué deberíamos contratarte?;Si;Computadora / Laptop;2;0;Entre 11 y 20
Masculino;No;32;No tengo ninguna discapacidad;Maestría completa;Abogacía;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;511;Servicios de consultoría;400000;Multinacional;5000;Responsable;Full time;People Analytics;1;3;2;8;95000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Gimnasio, Frutas y snacks, Seguro de vida (adicionales a los de ley), Abono de internet, Posgrados, Idiomas, Home office, Comedor / Almuerzos;Dos sueldos;3 o más ajustes;48;Septiembre;Si, en emprendimiento relacionado con RRHH;Workday;Recursos Humanos;Si, está permitido;Si;0.9;7000;5;Sí, activamente;Sueldo en dolares;Anticuado;Preguntarme por mi inclinación política;Si;Computadora / Laptop, No me enviaron ni reintegraron nada;5;1;Más de 30
Masculino;No;36;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;512;Agro;300;Nacional;4;Gerente;Full time;Generalista;3;0;0;12;150000;Medicina prepaga / Plan de salud, Frutas y snacks, Abono de celular, Alquiler;Tres sueldos o más;2 ajustes;40;Octubre;No;Bejerman;Recursos Humanos;Si, está permitido;No;0;600;3;No,  pero escucho ofertas;Horario flexible;Gestiona conversaciones y promueve desarrollo;Si en 5 años iba a renunciar o no.;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;3;1;Más de 30
Femenino;No;43;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;513;IT;600;Nacional;7;HRBP;Full time;Diseño organizacional;2;10;4;14;130000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Abono de celular, Reintegros en capacitación, Home office;Un sueldo;1 solo;20;Septiembre;No;No tenemos sistema de gestión;Capital Humano;Si, está permitido;No;0;7000;5;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA;0;Entre 11 y 20
Masculino;Si;25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;514;Construcción;21000;Multinacional;40;Analista;Plazo Fijo;Reclutamiento y selección;0;3;3;3;54000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Home office;No recibo bono;2 ajustes;10;Septiembre;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 1 y 10
Masculino;Si;35;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;515;Servicios de consultoría;300;Multinacional;7;Analista;Full time;Payroll / Liquidación de sueldos;1;3;1;3;67000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Frutas y snacks, Seguro de vida (adicionales a los de ley), Idiomas, Home office;No recibo bono;2 ajustes;39;Agosto;No;RH Pro;Recursos Humanos;Si, está permitido;No;0.3;1500;3;No,  pero escucho ofertas;Charter;Servicios;No recuerdo;Si;Computadora / Laptop, Silla ergonómica, Headset;3;0;Más de 30
Femenino;No;30;No tengo ninguna discapacidad;Maestría completa;Relaciones Internacionales;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;516;IT;550;Nacional;25;HRBP;Full time;Generalista;0;8;4;6;84500;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Frutas y snacks, Abono de celular, Idiomas, Home office;Un sueldo;2 ajustes;32;Septiembre;No;HC Work;Recursos Humanos;Si, está permitido;No;0.1;4100;3;Sí, activamente;Homeoffice y días extra de vacaciones;Pasión;NA;Si;Computadora / Laptop, Kit sanitizante;3;0;Más de 30
Masculino;No;27;No tengo ninguna discapacidad;Universitario completo;Economia;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;517;"Bancos; banca online;";3800;Multinacional;39;Jefe;Full time;Estrategia y control de gestion;3;5;1;7;210000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Seguro de vida (adicionales a los de ley), Préstamos, Posgrados, Reintegros en capacitación, Idiomas, Comedor / Almuerzos;Tres sueldos o más;3 o más ajustes;26;Octubre;No;Oracle HCM;Recursos Humanos;Si, está permitido;No;0.2;800;3;Sí, activamente;Un buen lider!;Empatia;.;Si;Computadora / Laptop, Silla ergonómica;5;1;Entre 21 y 30
Masculino;No;47;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Privada;Mendoza;Cuyo;518;"Alimentación; bebidas; tabaco";420;Multinacional;8;Analista;Full time;Generalista;0;12;12;12;102500;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Frutas y snacks, Seguro de vida (adicionales a los de ley), Idiomas, Home office, Comedor / Almuerzos;Un sueldo;1 solo;12;Enero;No;ADP - Payroll;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 11 y 20
Femenino;No;32;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Neuquén;Patagonia;519;Otros;135;Nacional;3;Responsable;Full time;Payroll / Liquidación de sueldos;0;0;0;8;84000;Medicina prepaga / Plan de salud, Horarios flexibles;Menos de un sueldo;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;Tango;Recursos Humanos;Si, está permitido;No;0;400;4;No estoy buscando cambiar;Nose;Adaptabilidad;Que problema tenia ya que habia rotacion en mi cv;No;No estoy trabajando en home office;4;1;Sin aumentos
Masculino;Si;28;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Buenos Aires;Centro;520;Producción de metales básicos;52;Multinacional;2;Administrativo;Full time;Administración de personal;0;3;3;3;40000;Medicina prepaga / Plan de salud, Frutas y snacks, Abono de celular, Comedor / Almuerzos, Charter / Servicio de transporte;No recibo bono;No tuve ajustes;6;Enero;No;No tenemos sistema de gestión;Oficina de Personal;Si, está permitido;No;0;30;3;Sí, activamente;Capacitaciones del area;Dinamico;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3;0;Entre 1 y 10
